LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGH_SHOULDER_X,RIGH_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_HIPS_X,LEFT_HIPS_Y,RIGHT_HIPS_X,RIGHT_HIPS_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ELBOW_ANGLE,LEFT_ELBOW_ANGLE,RIGHT_KNEE_ANGLE,RIGHT_KNEE_ANGLE,TARGET
0.8457286834716797,0.6797507603963217,0.8150735855102539,0.6757568359375,0.8398218154907227,0.7331146876017253,0.8140660285949707,0.7185901641845703,0.8037293434143067,0.7413268407185872,0.7965407848358155,0.7279361724853516,0.8570791244506836,0.7627724965413412,0.833000659942627,0.7622409184773763,0.8544404983520508,0.8324165344238281,0.8239293098449707,0.8283947626749675,0.8701906204223633,0.8956961949666341,0.8394919395446777,0.8906138102213542,47.854046772549005,59.57592996269017,46.284931042762345,45.717030891835726,1
0.8437536239624024,0.6853951136271159,0.8152650833129883,0.6822331746419271,0.8314613342285156,0.7361976623535156,0.8104789733886719,0.722876230875651,0.797016191482544,0.7333279291788737,0.7865699291229248,0.7219271977742513,0.8556442260742188,0.7677313486735026,0.8327465057373047,0.7674272537231446,0.8499958992004395,0.8344355265299479,0.820656681060791,0.830173937479655,0.8692526817321777,0.8952098846435547,0.8379924774169922,0.8916217803955078,49.237380810828455,52.21685171093907,45.496088205574104,44.61905613540485,1
0.8442318916320801,0.692760149637858,0.8153057098388672,0.6911457061767579,0.8427639961242676,0.7355063756306967,0.8072813034057618,0.7244941075642903,0.8218995094299316,0.729473622639974,0.7957809925079345,0.7094090143839519,0.8543170928955078,0.7761491139729818,0.8320503234863281,0.7761161804199219,0.845976448059082,0.8406686147054037,0.8162853240966796,0.8369654973347982,0.8682588577270508,0.8959629694620769,0.8386149406433105,0.8932455698649089,56.36690731815978,58.442763452729515,46.206285561183684,45.3166372639905,1
0.8377847671508789,0.6922978719075521,0.8229202270507813,0.691830571492513,0.804355239868164,0.7076934814453125,0.7967549324035644,0.7076634089152019,0.7856654644012451,0.6789861679077148,0.7814300537109375,0.6788104375203451,0.852044677734375,0.7837457656860352,0.8344265937805175,0.7827208201090495,0.8396780967712403,0.8443634668986003,0.811739158630371,0.837793477376302,0.8675638198852539,0.8961862564086914,0.840625,0.893159294128418,51.126604849473836,47.298022904132466,44.56517460899045,42.97304199487253,1
0.838314151763916,0.6711126327514648,0.8146902084350586,0.6698191324869792,0.8073063850402832,0.6739241282145182,0.7880733013153076,0.6680203755696614,0.7875229835510253,0.6385746002197266,0.7778432846069336,0.6375867207845052,0.8457345962524414,0.7674704233805338,0.8240846633911133,0.7669579823811848,0.8394340515136719,0.8377812067667644,0.8117755889892578,0.8342063268025716,0.8683665275573731,0.8936968485514323,0.8378073692321777,0.891904067993164,43.21410468600945,46.816146549654924,46.18882281438192,45.792527022512374,1
0.8393610000610352,0.648265520731608,0.8092354774475098,0.6496411641438802,0.806895637512207,0.64212646484375,0.7776247024536133,0.6443368911743164,0.7857306957244873,0.6059083938598633,0.7707314491271973,0.6064965565999348,0.8431919097900391,0.7477663675944011,0.8184957504272461,0.7493754069010417,0.8455360412597657,0.8222330729166667,0.8138885498046875,0.8238798777262369,0.8665598869323731,0.8893457412719726,0.8341355323791504,0.8859732945760092,43.59791743628102,47.48926573277764,45.700532427066356,47.832720592052034,1
0.8401470184326172,0.6254183451334635,0.8056157112121582,0.6179713567097982,0.8223265647888184,0.6293121973673502,0.769337511062622,0.5895874659220378,0.8049376487731934,0.6133530298868816,0.7514770984649658,0.5461823145548502,0.8377292633056641,0.7240025838216145,0.8138278007507325,0.7233209609985352,0.8457706451416016,0.7985977172851563,0.8205802917480469,0.7987549463907878,0.8592742919921875,0.8673672358194987,0.8306069374084473,0.8684300740559896,40.54446567274179,48.563146723113356,46.67178011133219,46.95826932638642,1
0.8377954483032226,0.6086224873860677,0.8050988197326661,0.6022685368855795,0.8131611824035645,0.5891989390055339,0.7873383045196534,0.5765855153401692,0.7946042537689209,0.562153180440267,0.780268669128418,0.5532596588134766,0.8343878746032715,0.7044731775919596,0.8093427658081055,0.7044909159342448,0.8415176391601562,0.7802902221679687,0.8149486541748047,0.7823811848958333,0.857846450805664,0.8465733846028646,0.8325640678405761,0.8497524261474609,46.150873485323345,54.23973734446514,47.60217728949475,47.640891885858714,1
0.8377285003662109,0.6056681315104167,0.8031383514404297,0.6016637166341146,0.8225011825561523,0.5982985178629557,0.7887811660766602,0.5828030904134115,0.8095502853393555,0.577526601155599,0.7960239887237549,0.5663917541503907,0.833193302154541,0.7005449295043945,0.8072319030761719,0.700843874613444,0.8410786628723145,0.7757404963175456,0.8109531402587891,0.7772922515869141,0.8569978713989258,0.8433432261149089,0.8272808074951172,0.8427714029947917,38.646325525813324,54.67944688273267,46.97841906557161,47.99004861832225,1
0.8386564254760742,0.6121922175089518,0.8021359443664551,0.6071994781494141,0.8265049934387207,0.6112445831298828,0.7826990604400634,0.5714053471883138,0.8139807701110839,0.5865553538004558,0.7721816539764405,0.5336645762125651,0.8320038795471192,0.7079731623331705,0.8052142143249512,0.708448855082194,0.83985595703125,0.784463628133138,0.8092841148376465,0.7872014363606771,0.8535919189453125,0.8532403310139974,0.8194023132324219,0.8541680018107096,28.56842150731054,47.663802444927356,47.327271910534684,49.12796406162246,1
0.8378334045410156,0.6261919657389323,0.8007256507873535,0.620054054260254,0.8299304962158203,0.627998415629069,0.7809267044067383,0.581006113688151,0.8162576675415039,0.6064755757649739,0.7690774917602539,0.5399022420247396,0.8328017234802246,0.7249050776163737,0.8044965744018555,0.7240380605061849,0.8412895202636719,0.8042854309082031,0.8056414604187012,0.8024946212768554,0.8491023063659668,0.8747521082560221,0.8119311332702637,0.8717418670654297,20.758199723391105,46.94652814723728,48.382952462348015,48.36611690840686,1
